Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,Mexico,xicotepec de juarez,finca cuetzalingo,oscar ortega carballo,agro xicotepec 2000,AMECAFE,m,900,900,900,900,48,1 kg,2012,"July 3rd, 2012","July 3rd, 2013",Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92,0.12,10,32,0,Blue-Green
Arabica,Mexico,la concordia,finca sant rosa,alfredo bojalil,ecomtrading,AMECAFE,m,1500,1500,1500,1500,250,1 kg,2012,"June 6th, 2012","June 6th, 2013",Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,0,2,0,NA
Arabica,Mexico,la yerbabuena,comunidad la yerbabuena,organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,AMECAFE,m,1400,1400,1400,1400,20,1 kg,2012,"April 2nd, 2012","April 2nd, 2013",Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,0,2,0,Green
Arabica,Colombia,nariño,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,2527,2527,2527,2527,275,70 kg,2017,"June 30th, 2017","June 30th, 2018",Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,6,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,275,70 kg,2016,"March 14th, 2017","March 14th, 2018",Caturra,NA,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,0,2,Green
Arabica,Costa Rica,tarrazu,gamboa,"ceca, s.a.","ceca,s.a.",Specialty Coffee Association of Costa Rica,m,1850,1850,1850,1850,275,69 kg,2015,"June 6th, 2016","June 6th, 2017",Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,0,0,0,Blue-Green
Arabica,Guatemala,antigua,finca medina,juan luis alvarado romero,"siembras vision, s.a.",Asociacion Nacional Del Café,m,1500,1500,1500,1500,100,69 kg,2016,"May 23rd, 2016","May 23rd, 2017",Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,6,7,Green
Arabica,Taiwan,台灣,優遊吧斯股份有限公司yuyupas international corp.,cqi taiwan icp cqi台灣合作夥伴,宸嶧國際,Blossom Valley International,m,1200,1200,1200,1200,167,30 kg,2016,"February 23rd, 2016","February 22nd, 2017",NA,NA,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83,0,0,0,0,NA
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,320,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83,0,0,0,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",鄉舍咖啡 hometown coffee,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,480-570m,570,480,525,8,18 kg,2014,"April 30th, 2015","April 29th, 2016",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,83.83,0,0,1,0,Green
Arabica,Ethiopia,oromia,NA,yasmin cofffee plantation plc,yasmin coffee plantation plc,METAD Agricultural Development plc,m,1650-1703,1703,1650,1676.5,320,60 kg,2014,"March 31st, 2015","March 30th, 2016",NA,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83,0.12,0,4,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Specialty Coffee Association,m,1200,1200,1200,1200,300,2 kg,2014/2015,"October 16th, 2014","October 16th, 2015",Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,83.83,0,0,1,0,Green
Arabica,Costa Rica,central valley,various,eric thormaehlen,coricafe s.a.,Specialty Coffee Association of Costa Rica,m,1200-1400,1400,1200,1300,250,1 kg,2013,"June 9th, 2014","June 9th, 2015",Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83,0.1,0,3,0,Green
Arabica,Guatemala,oriente,el papaturro,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000 psnm,1219.2,1219.2,1219.2,250,69 kg,2014,"May 22nd, 2014","May 22nd, 2015",Bourbon,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,0,1,0,Green
Arabica,Brazil,south of minas,fazenda rio verde,ipanema coffees,ipanema coffees,Specialty Coffee Association,m,1260,1260,1260,1260,320,60 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,0,0,0,Green
Arabica,Ecuador,"province of manabi, ecuador",finca el trueno,garet alban,sultana del cafe inc.,Specialty Coffee Association,m,800 meters above sea level,800,800,800,1,5 lbs,2013,"October 4th, 2013","October 4th, 2014",NA,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,83.83,0.09,0,0,0,Bluish-Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2013,"September 3rd, 2013","September 3rd, 2014",Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83,0.11,0,1,0,Green
Arabica,Guatemala,oriente,finca el morito,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"April 26th, 2013","April 26th, 2014",Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,0,3,0,Green
Arabica,Mexico,petatlan,predio cañada del encino,filemon mendoza campos,NA,AMECAFE,m,1218,1218,1218,1218,20,1 kg,2012,"July 26th, 2012","July 26th, 2013",Bourbon,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,0,2,0,Green
Arabica,Mexico,"la concordia, chiapas",finca santa teresa,alfredo bojalil,ecomtrading,AMECAFE,m,1300,1300,1300,1300,250,1 kg,2012,"June 6th, 2012","June 6th, 2013",Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,0,4,0,NA
Arabica,Brazil,carmo de minas,fazenda do sertao,jacques pereira carneiro,exportadora de cafés carmo de minas ltda,NUCOFFEE,m,1.250 m,1250,1250,1250,300,1 kg,2011/2012,"December 21st, 2011","December 20th, 2012",Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,0,3,0,Green
Arabica,Thailand,"doi chaang village, chiang rai, thialand","doi chaang coffee original co.,ltd",doi chaang coffee company,NA,Specialty Coffee Association,ft,4921ft,1499.9208,1499.9208,1499.9208,175,50 kg,2011,"September 20th, 2011","September 19th, 2012",NA,NA,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,83.83,0.02,0,2,0,NA
Arabica,Thailand,NA,doi tung development project,doi tung development project,NA,Specialty Coffee Association,m,NA,NA,NA,NA,1,60 kg,2011,"August 16th, 2011","August 15th, 2012",NA,NA,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,83.83,0.01,0,0,0,NA
Arabica,Ethiopia,sidamo,"phone number | 0911-51-08-01, email | at",ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,NA,NA,NA,NA,300,6,2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,83.83,0.1,0,3,0,NA
Arabica,Kenya,nyeri,NA,kennedy macharia,taylor winch (coffee) ltd,Kenya Coffee Traders Association,m,1800,1800,1800,1800,200,60 kg,NA,"January 11th, 2018","January 11th, 2019",SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,83.75,0.11,0,2,0,Green
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,890,890,890,890,320,60 kg,2017 / 2018,"October 20th, 2017","October 20th, 2018",Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,0,5,0,Green
Arabica,Colombia,huila,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,442,442,442,442,275,70 kg,2017,"September 28th, 2017","September 28th, 2018",Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,1,0,Green
Arabica,Taiwan,"台南市東山區 (dongshan dist., tainan city)",崁頭山咖啡館 (kan tou mountain coffee),"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,750,750,750,750,10,10 kg,2016,"June 6th, 2017","June 6th, 2018",Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,83.75,0,0,0,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,275,70 kg,2016,"February 15th, 2017","February 15th, 2018",NA,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,4,0,Green
Arabica,China,yunnan,pu’er specialty coffee cupping center,yunnan coffee exchange,yunnan coffee exchange,Yunnan Coffee Exchange,m,1650,1650,1650,1650,3,60 kg,2015,"April 6th, 2016","April 6th, 2017",Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,0,2,1,Green
Arabica,Colombia,huila,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,442 msnm,442,442,442,250,70 kg,2015/2016,"November 27th, 2015","November 26th, 2016",Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0,0,Green
Arabica,Uganda,west nile,erussi farmers group,nile highland arabica coffee farmers,nile highlands arabica coffee farmers,Uganda Coffee Development Authority,m,1400,1400,1400,1400,320,60 kg,2013,"June 30th, 2014","June 30th, 2015",Bourbon,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,83.75,0.12,0,0,0,Green
Arabica,United States (Puerto Rico),yauco region,hacienda caracolillo,german negron,"hacienda alto grande, llc.",Specialty Coffee Association,ft,2800 ft,853.44,853.44,853.44,18,5 lbs,2013,"June 9th, 2014","June 9th, 2015",Other,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,83.75,0.12,0,1,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,100,70 kg,2014,"February 5th, 2014","February 5th, 2015",Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,83.75,0,0,5,0,Green
Arabica,Colombia,huila,NA,olam agro colombia,olam international ltd,Almacafé,m,1500-1600,1600,1500,1550,250,70 kg,2014,"January 24th, 2014","January 24th, 2015",Other,Washed / Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,83.75,0,0,3,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2013,"November 22nd, 2013","November 22nd, 2014",Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,83.75,0,0,1,0,Blue-Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750,1750,1750,1750,275,70 kg,2013,"August 27th, 2013","August 27th, 2014",Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,83.75,0.11,0,3,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,12,100 lbs,2013,"May 2nd, 2013","May 2nd, 2014",Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,83.75,0,0,0,0,Bluish-Green
Arabica,Mexico,"huazalingo, hidalgo",naranjal,saul m. hernandez ramirez,NA,AMECAFE,m,700,700,700,700,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,83.75,0.13,5,5,0,None
Arabica,Guatemala,quetzaltenango,several farms,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1300 mts,1300,1300,1300,250,3 lbs,2012,"May 24th, 2012","May 24th, 2013",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,0,1,0,Bluish-Green
Arabica,Colombia,cauca,NA,carcafe ltda ci,NA,Almacafé,m,1600 m.s.n.m,1600,1600,1600,275,70 kg,January 2011,"April 20th, 2011","April 19th, 2012",NA,NA,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,83.75,0.1,0,1,0,NA
Arabica,Colombia,cundinamarca,NA,exportadora de cafe condor s.a,NA,Almacafé,m,1600 msnm,1600,1600,1600,250,70 kg,4T/10,"February 9th, 2011","February 9th, 2012",NA,NA,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,83.75,0.06,0,1,0,NA
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,4,1,NA,"June 29th, 2010","June 29th, 2011",NA,NA,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,83.75,0,0,0,0,NA
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,890,890,890,890,320,60 kg,2017 / 2018,"October 20th, 2017","October 20th, 2018",Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,83.67,0.11,0,2,0,Green
Arabica,Kenya,meru county,NA,kennedy macharia,taylor winch (coffee) ltd,Kenya Coffee Traders Association,m,1700,1700,1700,1700,200,60 kg,2017,"September 1st, 2017","September 1st, 2018",SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,83.67,0.11,0,0,0,Bluish-Green
Arabica,Honduras,comayagua,los hicaques,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1400,1400,1400,1400,285,69 kg,2016,"May 11th, 2017","May 11th, 2018",Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,0,2,0,Green
Arabica,Nicaragua,jinotega,santa matilde,"comercial internacional exportadora, s.a.","comercial internacional exportadora, s.a.",Instituto Hondureño del Café,m,1250,1250,1250,1250,275,69 kg,2016,"May 11th, 2017","May 11th, 2018",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,83.67,0.1,0,3,0,Green
Arabica,Brazil,south of minas,capoeirinha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,934,934,934,934,320,60 kg,2016,"August 16th, 2016","August 16th, 2017",Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,0,3,2,Green
Arabica,Taiwan,"leye, alishan township, chiayi county",tsoustructive garden 鄒築園,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,1200,1200,1200,1200,20,50 kg,2015,"May 18th, 2016","May 18th, 2017",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,83.67,0.1,0,0,0,Bluish-Green
Arabica,Costa Rica,west valley,NA,"ceca, s.a.","ceca,s.a.",Specialty Coffee Association of Costa Rica,m,1350,1350,1350,1350,275,69 kg,NA,"March 14th, 2016","March 14th, 2017",NA,NA,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,83.67,0.11,0,1,0,Blue-Green
Arabica,Thailand,thailand,NA,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,1,1 kg,2014,"June 9th, 2015","June 8th, 2016",NA,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,83.67,0.12,0,0,0,Bluish-Green
Arabica,Colombia,huila,NA,rob stephen,olam specialty coffee,Specialty Coffee Association,m,1550-1700m,1700,1550,1625,100,2 lbs,2014/2015,"November 21st, 2014","November 21st, 2015",Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,83.67,0.11,0,4,0,NA
Arabica,Guatemala,huehuetenango,finca las cuevitas,juan luis alvarado romero,exportcafe,Asociacion Nacional Del Café,ft,4451 metros,1356.6648,1356.6648,1356.6648,275,69 kg,2014,"February 27th, 2014","February 27th, 2015",Bourbon,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,83.67,0.1,0,0,0,Green
Arabica,Colombia,huila supremo,various,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2013,"October 29th, 2013","October 29th, 2014",Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,83.67,0,0,3,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,1800 - 2000,2000,1800,1900,250,70 kg,2013,"August 16th, 2013","August 16th, 2014",Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,83.67,0,0,1,0,Green
Arabica,Guatemala,oriente,la union monte verde,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"May 30th, 2013","May 30th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,83.67,0.12,1,3,0,Green
Arabica,Guatemala,oriente,el sacramento,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"February 26th, 2013","February 26th, 2014",Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,83.67,0.11,0,2,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2012,"November 22nd, 2012","November 22nd, 2013",Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,83.67,0.11,0,1,0,Green
Arabica,Guatemala,oriente,finca quequesquez,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1450,1450,1450,1450,250,1 kg,2012,"August 23rd, 2012","August 23rd, 2013",Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,0,1,0,Green
Arabica,Guatemala,oriente,agropecuaria quiagral,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,1 kg,2012,"July 9th, 2012","July 9th, 2013",Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,0,13,0,Green
Arabica,Mexico,xicotepec de juarez,finca apoxtla,juan luis ortega carballo,NA,AMECAFE,m,1100,1100,1100,1100,48,1 kg,2012,"July 2nd, 2012","July 2nd, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,4,11,0,Green
Arabica,Indonesia,east java,"ijen highland, east java",ekai international company ltd.,scai,Specialty Coffee Association of Indonesia,m,1200-1600masl,1600,1200,1400,10,60 kg,2012,"May 23rd, 2012","May 23rd, 2013",Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,83.67,0.12,0,0,0,Green
Arabica,Guatemala,"sacatepequez, guatemala",finca medina,juan luis alvarado romero,"siembras vision, s.a.",Asociacion Nacional Del Café,ft,5000,1524,1524,1524,250,69 kg,2012,"April 30th, 2012","April 30th, 2013",Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,0,0,0,Green
Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,3,100 lbs,NA,"April 21st, 2011","April 20th, 2012",NA,NA,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,83.67,0,0,0,0,NA
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,890,890,890,890,320,60 kg,2017 / 2018,"October 20th, 2017","October 20th, 2018",Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,0,5,0,Green
Arabica,Guatemala,huehuetenango,finca santa clara,juan luis alvarado romero,exportcafe,Asociacion Nacional Del Café,ft,3702,1128.3696,1128.3696,1128.3696,275,69 kg,2016,"July 5th, 2016","July 5th, 2017",Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,0,0,1,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,275,70 kg,2016,"April 15th, 2016","April 15th, 2017",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,4,0,Green
Arabica,China,yunnan,menglian mang pan professional cooperative,yunnan coffee exchange,yunnan coffee exchange,Yunnan Coffee Exchange,m,1100,1100,1100,1100,3,60 kg,2015,"April 6th, 2016","April 6th, 2017",Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,0,4,1,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,275,70 kg,2015,"November 19th, 2015","November 18th, 2016",Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,3,0,Green
Arabica,Mexico,"chiapas, jaltenango",exportadora café california,andreas kussmaul,exportadora café california,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,m,1200,1200,1200,1200,275,2 kg,2014,"May 12th, 2015","May 11th, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,1,13,0,Green
Arabica,Ethiopia,yirgacheffe,lomi tasha,essencecoffee,essence coffee,Blossom Valley International,m,1700-2000m,2000,1700,1850,250,60 kg,2014,"March 25th, 2015","March 24th, 2016",Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,0,7,0,NA
Arabica,Uganda,eastern,bulamburi coffee farmers,bulamburi coffee farmers association,bulamburi coffee farmers association,Uganda Coffee Development Authority,m,1800,1800,1800,1800,100,60 kg,2013,"June 27th, 2014","June 27th, 2015",SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,0,5,0,Green
Arabica,Colombia,cundinamarca,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1600,1600,1600,1600,250,70 kg,2014,"June 24th, 2014","June 24th, 2015",Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0,0,Green
Arabica,Colombia,santander,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1550,1550,1550,1550,250,70 kg,2014,"March 13th, 2014","March 13th, 2015",Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,1,0,Green
Arabica,Colombia,santander,NA,compañia colombiana agroindustrial s.a,ecom cca sa,Almacafé,m,1550,1550,1550,1550,250,70 kg,2014,"March 21st, 2014","March 21st, 2015",Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,0,NA
Arabica,Taiwan,taichung xinshe 台中市新社區,dragon coffee 龍咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,1000 m,1000,1000,1000,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,c.i.racafe & cia s.c.a,Almacafé,m,de 1.600 a 1.950 msnm,1950,1600,1775,275,70 kg,2012,"August 31st, 2012","August 31st, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,3,0,Green
Arabica,Mexico,xalapa,ojo de agua,alfredo bojalil,ecomtrading,AMECAFE,m,1000,1000,1000,1000,250,1 kg,2012,"June 6th, 2012","June 6th, 2013",Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,2,0,NA
Arabica,Colombia,cundinamarca,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,2136 msnm,2136,2136,2136,250,70 kg,2012,"April 2nd, 2012","April 2nd, 2013",Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,4,0,Green
Arabica,Brazil,south of minas,fazenda jericó,nucoffee,nucoffee,NUCOFFEE,m,1100m,1100,1100,1100,33,60 kg,2012,"January 23rd, 2012","January 22nd, 2013",Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,2,0,Blue-Green
Arabica,Colombia,cundinamarca,NA,carcafe ltda ci,carcafe ltda,Almacafé,m,1799,1799,1799,1799,50,70 kg,2016,"February 20th, 2017","February 20th, 2018",Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,5,0,Bluish-Green
Arabica,Taiwan,NA,南投縣魚池鄉水社村中正路63-1號,cqi taiwan icp cqi台灣合作夥伴,宸嶧國際,Blossom Valley International,m,NA,NA,NA,NA,1,10 kg,2016 / 2017,"February 13th, 2017","February 13th, 2018",NA,NA,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,0,Blue-Green
